Date,Sales,Month,Day,DayOfWeek,WeekOfYear,IsWeekend,Sales_Lag_1,Sales_Lag_7,Sales_Lag_14,Sales_Lag_30,Rolling_Mean_7,Rolling_Mean_30
2017-12-13,580.9359999999999,12,13,2,50,0,0.0,1679.968,491.888,6633.4202000000005,2059.308285714284,2925.234733333333
2017-12-14,3897.714,12,14,3,50,0,580.9359999999999,3.816,6645.282,834.658,1902.3037142857124,2723.4852600000004
2017-12-15,306.888,12,15,4,50,0,3897.714,3693.084,848.52,559.2,2458.5748571428558,2825.5871266666663
2017-12-16,858.702,12,16,5,50,1,306.888,491.54999999999995,0.0,4755.234,1974.8325714285697,2817.1767266666666
2017-12-17,2027.758,12,17,6,50,1,858.702,5635.354,353.28,13694.8828,2027.2828571428556,2687.2923266666667
2017-12-18,3645.911,12,18,0,51,0,2027.758,2911.386,69.66,1469.756,1511.9119999999987,2298.388166666666
2017-12-19,1895.9259999999997,12,19,1,51,0,3645.911,0.0,970.384,7397.272,1616.8441428571412,2370.9266666666667
2017-12-20,377.73599999999993,12,20,2,51,0,1895.9259999999997,580.9359999999999,1679.968,2988.2740000000003,1887.6907142857128,2187.5484666666666
2017-12-21,2140.94,12,21,3,51,0,377.73599999999993,3897.714,3.816,2236.184,1858.6621428571414,2100.530533333333
2017-12-22,7442.021,12,22,4,51,0,2140.94,306.888,3693.084,35.712,1607.694428571427,2097.3557333333333
2017-12-23,1926.776,12,23,5,51,1,7442.021,858.702,491.54999999999995,1153.109,2626.999142857141,2344.2327
2017-12-24,6233.054,12,24,6,51,1,1926.776,2027.758,5635.354,4959.641,2779.581142857141,2370.0216
2017-12-25,2698.927,12,25,0,52,0,6233.054,3645.911,2911.386,3666.157,3380.337714285713,2412.4687
2017-12-26,814.5939999999999,12,26,1,52,0,2698.927,1895.9259999999997,0.0,5048.1720000000005,3245.054285714284,2380.2277000000004
2017-12-27,177.636,12,27,2,52,0,814.5939999999999,377.73599999999993,580.9359999999999,1618.254,3090.5782857142844,2239.1084333333333
2017-12-28,1657.3508000000002,12,28,3,52,0,177.636,2140.94,3897.714,6912.944,3061.99257142857,2191.087833333333
2017-12-29,2915.5339999999997,12,29,4,52,0,1657.3508000000002,7442.021,306.888,491.888,2992.908399999998,2015.9013933333335
2017-12-30,713.7900000000001,12,30,5,52,1,2915.5339999999997,1926.776,858.702,6645.282,2346.2673999999984,2096.6895933333335
